batch_id,production_line,weight,baking_time,cooling_type,cooling_time,decoration,decoration_type,decoration_time,additional_cooling_time
20095465-abb2-412a-8966-5627ed5c459b,1,539,10.1,rack,13.2,no,,,
fe1436b6-b633-4285-951c-ef3dcebe744c,2,526,11.0,rack,19.1,no,,,
b4a36fc3-9f34-49b9-9d82-46b6d240907e,2,523,11.9,conveyor,7.2,yes,sprinkles,2.2,
,2,505,11.8,rack,14.7,yes,sprinkles,2.5,
0076aa82-6fa8-49fa-bb31-77eb970ff6c1,1,519,9.6,rack,16.9,no,,,
ad31d543-cbda-48ca-9bec-836e0163ddcd,2,515,10.7,conveyor,9.1,yes,fondant,6.3,
d13c245f-80ff-4799-a06e-36dd16734c99,1,515,10.2,conveyor,6.1,yes,sprinkles,1.5,
e6fca736-041c-4102-8030-688586ba8bad,1,531,12.0,conveyor,8.2,yes,fondant,7.9,
52876c68-21b5-4cb5-adde-077832038146,1,520,9.9,rack,16.5,no,,,
ff0c6e8f-d9e8-4d9a-88ce-8ca9edc3198e,2,528,12.6,rack,13.6,yes,fondant,5.5,
a7f0e0f0-8122-4d04-846b-57c665a96154,1,527,11.4,conveyor,6.0,yes,sprinkles,2.2,
8472a286-c6d2-4d12-ae3b-aa788ed4061b,2,507,11.8,conveyor,7.1,no,,,
70d26e72-4606-4ce0-b77e-ae303f12f37f,2,530,11.9,conveyor,7.9,no,,,
3020644f-0f2c-4ed7-ba8d-531ab206298d,2,509,10.8,rack,13.0,no,,,
eed2c5e5-d7bb-4ab2-b124-9faceba386fc,1,514,11.3,conveyor,7.6,no,,,
33f81f0f-649c-4dc9-90b8-f64eaa34ba0c,2,508,10.6,conveyor,5.5,yes,glace,4.1,86.6
32fed562-da01-4651-bb68-565c99f869d2,1,525,8.9,conveyor,8.5,yes,glace,3.3,91.0
08cb6a4e-c365-4fa8-bd6b-55d4c4dca98e,2,539,12.8,conveyor,9.2,no,,,
,1,521,10.2,rack,12.4,yes,sprinkles,2.0,
12957d6d-2d93-4fa7-8e02-a340cd29ad7d,2,514,11.9,conveyor,8.6,yes,glace,3.4,83.7
def5afbc-f177-479b-a929-2456e5cc7d8a,1,531,11.9,conveyor,9.1,no,,,
b8bac07e-35e0-4a93-8d0b-cf787941caf6,2,518,12.5,rack,15.4,yes,glace,3.0,100.7
9214d1ba-48d5-4b1d-bccf-5c6903fd0425,2,506,11.4,conveyor,7.0,no,,,
d6ed1c43-9b8b-43a6-92e5-1f48d04490ff,1,529,11.0,rack,13.2,yes,glace,4.9,95.4
a04f3d52-839a-4322-992f-61dc1acc48f5,2,491,9.9,conveyor,5.0,yes,fondant,6.5,
20856c4f-df81-41a5-b604-fadb2f4b6174,1,528,12.5,rack,16.5,yes,sprinkles,2.0,
ebcfd61f-a38c-4be9-9e6c-2da59a6f2113,1,517,9.9,conveyor,9.6,yes,glace,3.6,76.3
2acfd520-8f4f-4b81-8e2f-29e821fc8494,2,519,13.6,rack,13.9,yes,fondant,5.0,
c8c8e650-5026-4941-84a8-66f49532cef4,2,521,12.5,rack,16.2,no,,,
10f909ee-2654-4117-b2e1-95b495af3001,1,535,10.1,conveyor,5.3,yes,glace,3.5,90.5
caede9ba-7a5a-43ba-826d-db52e6478d83,1,504,10.5,rack,14.7,no,,,
19a634c7-b81f-452e-8c4d-508d7a969510,1,518,12.0,rack,16.2,no,,,
0fa3fa5e-a8a3-471d-b298-b7dcf89ab646,2,502,10.3,conveyor,9.5,yes,glace,4.1,105.5
ad463fce-10e2-41cf-b7ce-a487663b9104,2,516,12.0,rack,16.1,yes,fondant,7.5,
b6c1b26d-1386-4fe6-80bf-08f7597266fb,1,503,14.3,conveyor,7.5,no,,,
a3a55e82-bb8c-4244-bfd1-1ab8cec27fda,2,515,10.3,rack,15.2,no,,,
310067a3-2a31-495b-b659-18c30e0f0a65,2,522,12.1,rack,15.2,yes,glace,3.8,102.1
ba0674e8-9476-4155-bcdc-6dcab35568b1,2,520,8.9,rack,11.9,no,,,
e1ea9768-8abd-40dd-8991-dab059ba292e,1,527,12.1,conveyor,8.1,yes,sprinkles,1.4,
dad0cd0d-4198-45cd-890d-d80fb2dfb798,2,505,14.1,conveyor,5.2,yes,glace,3.4,94.4
4e908365-98e4-4340-b258-302541da89e1,1,526,9.3,rack,16.9,yes,fondant,7.7,
36326a6a-a9dd-4571-9ad6-1567a5d2cd50,1,513,10.2,rack,19.1,no,,,
353805e2-b320-47b0-b41d-d290388decad,2,521,9.2,rack,14.2,no,,,
cd857796-c8db-4185-972a-2b9e318076be,2,516,9.6,conveyor,5.7,no,,,
d74bc585-8cdc-4202-9541-e224f0157f8f,1,536,10.8,rack,13.3,yes,glace,3.9,85.8
d1316c7e-86f1-448e-b73e-93589f9c0605,1,545,11.2,rack,16.7,yes,glace,3.4,88.4
6c22b0d5-5fce-458e-8351-27f6cf7f96b7,1,527,11.0,rack,13.8,yes,sprinkles,2.2,
5814854b-da69-4c40-aea2-f6d153e0a9fd,2,513,9.0,conveyor,8.1,no,,,
7a5c95cd-ca30-4274-b0a4-8ac9ff9fdc55,1,518,11.7,conveyor,9.9,yes,glace,4.3,109.2
cc027b3c-de98-4865-924a-b83186778c25,2,506,13.0,rack,15.4,yes,fondant,5.1,
f2dc0664-4179-4ded-aade-798024908b2b,1,521,10.6,conveyor,8.8,no,,,
b90f6e51-d300-437d-b06e-f1a88627dd32,2,504,13.1,conveyor,5.1,no,,,
7fb16bfc-4cf2-4f46-9fe3-6e39c42c0cc9,1,530,9.9,conveyor,9.5,yes,sprinkles,1.7,
79d663d8-0633-40df-9122-3f02540c1bda,2,498,9.2,rack,11.3,yes,glace,3.7,64.6
79dcf3e2-5a75-4e60-b478-b0a86eec7dad,2,510,12.4,rack,14.5,no,,,
4199af2c-b45f-444f-8879-4e5f3e09e46e,1,520,10.0,conveyor,9.0,no,,,
cbbfb9fe-6ecc-4642-8842-797ba63b5c4c,1,520,,conveyor,6.7,yes,glace,4.6,93.0
b42f7d39-34eb-4016-a441-bffc71ced3e8,1,530,10.5,conveyor,9.2,yes,fondant,5.4,
ecca6459-6fee-4cb9-81af-4b2d3be2c959,1,509,11.0,rack,14.6,yes,glace,4.0,63.0
93ce0eeb-0d1e-40a6-865c-ee103a3f1a10,1,501,9.8,conveyor,8.7,yes,glace,4.0,77.4
fadb9ad4-648c-46ff-9abd-d46a241727f6,2,507,10.8,rack,13.7,yes,glace,3.4,105.0
e46d5e84-316f-43fb-aae2-eef85c75f41f,1,495,9.6,conveyor,6.9,no,,,
ad091237-8fb3-47ad-975e-8507342b4e33,1,521,8.6,conveyor,6.4,yes,glace,3.4,100.9
9091e906-c1e9-44a9-bdfb-32e4870cff32,2,525,10.4,conveyor,6.8,yes,sprinkles,2.1,
4ec8041f-f693-4f55-a8f9-89951c9e1010,1,524,12.6,rack,17.2,yes,fondant,7.1,
639a6410-cd01-41ff-9514-7146bf64187d,2,522,11.2,conveyor,9.8,yes,fondant,6.6,
8cd04f00-6fe8-4bec-b97f-8ef73c93351f,2,511,11.5,conveyor,6.4,yes,fondant,5.7,
1f27e769-d08d-40cf-ac11-c0b8662fe21b,2,522,10.0,conveyor,6.0,no,,,
337e855d-08ac-4cb8-a642-80612d9881b1,1,521,8.6,conveyor,5.3,no,,,
01da66eb-ca4e-4073-9844-bfd1de654865,1,521,10.3,rack,15.3,no,,,
6dc35031-9667-46f4-bb52-951f13b4f0a2,1,531,10.3,conveyor,9.2,yes,sprinkles,2.0,
ee1243a9-f084-43ae-880a-60a127432785,1,517,12.2,rack,15.7,no,,,
5870ca6a-0c8e-467f-8e1b-fae968eed1e8,2,530,10.9,conveyor,5.8,no,,,
30ea131d-ed77-4a03-b075-cd5f58c3b10c,1,519,13.9,rack,13.4,yes,fondant,8.3,
0a61d201-cc20-4c65-8c66-d7a880a89119,1,519,11.3,rack,17.0,yes,glace,2.9,85.2
75502638-4c67-46c1-9a43-b17f69e596df,1,526,9.7,rack,14.3,yes,sprinkles,2.2,
7bd649ad-fa3c-46a5-b211-3334fb531129,1,535,11.4,conveyor,9.2,yes,sprinkles,1.9,
6ceacff1-d8f8-407d-9b1c-28c8cd63eef3,1,518,10.6,conveyor,5.7,yes,glace,4.1,84.9
57c0cad8-da5f-4e9d-9470-7711342eeb4b,1,503,10.3,conveyor,7.4,yes,glace,4.0,88.3
e397bce0-4553-474a-846f-e995347b721e,2,510,11.5,rack,11.9,no,,,
f6ab1591-6f28-442a-a354-0d11e54138d7,1,520,10.4,rack,12.8,yes,glace,4.4,71.2
6b33e077-148d-4f86-baaf-1954b9a3e639,1,530,12.2,rack,16.3,no,,,
c318e16f-25ae-4480-b07d-3b28b330e65f,2,512,12.1,conveyor,7.2,no,,,
53abeae2-b465-4c49-a388-d40229419c45,2,501,11.5,rack,14.0,yes,fondant,6.3,
013d5a5a-9cb7-4e44-b61c-f99815c4147b,2,519,9.1,conveyor,6.6,yes,sprinkles,1.8,
b54c42d8-56ff-4264-91be-0cdb9b96d3ff,2,520,12.2,conveyor,7.0,yes,fondant,4.7,
343fd436-9b30-4422-b03a-1cac60b6c00e,2,500,8.8,conveyor,6.6,yes,fondant,4.6,
ebd22d60-ff72-40ef-832a-fe844de6316a,2,506,10.8,conveyor,8.4,yes,glace,3.2,81.9
1770e340-eeb4-4cfb-b4ef-ef0c2c627bf2,2,498,14.4,rack,14.8,yes,sprinkles,1.8,
4d50e62a-054d-4f4d-b153-518e657e7c43,1,533,10.3,conveyor,9.0,yes,sprinkles,2.2,
c73d8242-d2f2-49e6-984a-5d3b88138adf,2,520,11.6,rack,11.0,no,,,
f3c8c2d0-4912-4bc1-8ffd-0b2b13642e84,1,515,12.4,conveyor,8.1,no,,,
83167e49-274e-4c0c-a38a-a34ccfe9df77,2,510,11.4,conveyor,7.9,no,,,
a7c3b940-5f0f-4e37-b5a5-5a5e99bddf94,1,511,10.7,conveyor,5.8,yes,glace,5.1,90.7
d4fdf2eb-ff5e-4f93-bd07-cbb1ba42954f,2,508,12.1,conveyor,7.7,no,,,
6fa1a65d-aaf6-4b13-a81e-c5af1e912a86,2,502,11.1,conveyor,7.8,no,,,
dfc7452f-fc53-4731-b41a-bec53ab74fb2,1,517,11.0,conveyor,6.9,no,,,
00a2394e-0b83-4dc6-b729-6176d9267490,1,525,13.0,rack,14.5,yes,fondant,5.7,
d82b1e7c-af59-4903-aa1b-d08eaa1eeb67,1,525,11.7,conveyor,6.6,yes,sprinkles,1.8,
b4ecca1f-efe6-4833-9c4b-3cd115acc4ab,1,526,10.5,conveyor,9.3,yes,sprinkles,2.3,
16527a6d-e744-40de-a685-1bdc38bee55c,2,516,12.8,conveyor,7.8,yes,glace,2.9,85.3
527f2675-7f45-4d14-9d92-1dbcde526ffc,2,523,10.2,rack,15.1,yes,glace,4.7,92.8
b9a045c2-e886-41f9-b6f3-e2ff25b9a77e,1,526,11.7,conveyor,8.2,no,,,
0c5e345d-fd3c-44d8-b96e-fc80378fd4e8,2,529,10.6,conveyor,8.8,yes,glace,4.3,105.8
e533888c-8e98-47ce-8ce2-55cc9b4f25a1,2,518,12.1,rack,11.8,no,,,
1d2a6529-927e-42fd-a74e-6050ee9cd865,1,525,10.7,conveyor,10.0,yes,sprinkles,2.2,
5c9e6744-a8a8-425b-8dbb-574c7e731f86,2,511,8.4,conveyor,9.8,yes,sprinkles,2.0,
ee21770e-2213-43b0-8c64-12e69279e617,2,503,13.0,rack,18.2,no,,,
2aed04a4-62e3-4fc6-906c-b106d6fcac8b,2,531,11.7,rack,16.3,no,,,
1f91cda7-8425-4fa4-9f10-35349f20ffcb,2,512,10.4,conveyor,6.2,no,,,
9d2a2c97-20b1-433d-a1f8-d0eefbde0b94,1,512,9.3,rack,16.2,yes,fondant,7.7,
4e25f617-f83c-49c8-be0d-d7697271b896,2,529,11.9,rack,12.3,no,,,
a2381f2d-dc9e-4429-a6ac-4be9e3c18b98,2,505,11.4,rack,16.3,yes,sprinkles,2.1,
644d1717-0366-4553-812b-9556e0ef58e7,1,539,10.5,rack,16.3,no,,,
68a139e7-3617-43d7-b66d-fa6ac3fc063f,1,515,8.6,conveyor,9.6,yes,fondant,6.6,
e62b612f-b93f-4c57-9b1a-f84edd319570,1,529,11.5,conveyor,8.3,yes,fondant,7.9,
f47234f7-7296-4a72-aed2-5ed66d184763,2,521,11.3,rack,14.7,yes,glace,3.7,102.0
362bb7cd-0c08-45c6-93ea-1460155f6238,2,527,10.8,rack,18.6,yes,glace,4.0,85.6
70ad5e4e-8b90-4725-badf-bb21101ef05e,1,500,11.0,conveyor,5.2,no,,,
cf9d1293-afec-41bc-86f9-8d62220f5951,2,510,12.5,conveyor,9.8,yes,glace,4.4,63.9
49c7ac25-bc77-42fa-82d2-898b0dbf1bc6,1,528,11.8,conveyor,5.8,no,,,
e2e4b551-2b7b-497a-be70-f828989d7315,1,526,12.3,conveyor,7.1,yes,sprinkles,1.8,
37aaab62-3e94-47a7-a0d0-898abbca82f6,2,526,11.5,rack,15.3,yes,sprinkles,2.9,
71f0af39-75d5-4aab-af74-c62dd0f87dd1,2,514,10.9,rack,14.4,yes,sprinkles,2.2,
873048d7-2d12-4eaa-9017-41500cf447a4,2,523,12.1,conveyor,5.9,yes,fondant,5.9,
2d35fe8f-8005-41b9-9966-79f5fec2382b,1,528,11.0,conveyor,5.7,no,,,
a49a4341-cd7b-4054-b287-b9d064b45a50,2,512,13.4,conveyor,6.9,no,,,
0ab04f35-cbff-4138-ae03-cda64e840baf,1,534,10.9,rack,15.8,no,,,
961b961c-8f19-4758-b383-505f70f20bd2,1,521,13.9,rack,13.8,no,,,
61acf9a7-68eb-4748-b5eb-45c7f268312d,1,526,12.5,rack,17.9,no,,,
949cbdfd-4cb1-4053-98ac-c25515e9bac5,1,536,11.6,conveyor,8.1,yes,fondant,5.4,
8900da74-61a1-4ad1-91f1-3027a97b4fac,2,508,9.1,conveyor,7.0,no,,,
3dfb4037-784e-48ad-8aa1-9fde64eebde5,1,527,10.7,conveyor,8.9,yes,sprinkles,2.3,
40c60abc-a987-4275-a7d3-ffe3b30ccd52,2,528,10.5,conveyor,8.1,yes,glace,4.2,82.2
7ed6e5b8-4115-48a0-9348-bf48cf57c503,1,529,9.5,rack,14.9,yes,fondant,6.7,
c44a1b67-b30c-4a1b-be23-a0b852750b4c,1,521,8.6,rack,15.7,yes,sprinkles,1.6,
1c0f1177-0c1b-49e1-ba53-3166da5914bc,2,529,10.4,conveyor,9.2,yes,sprinkles,1.7,
bbfdd1ed-9b64-4670-beec-eefe481c2b1f,1,508,12.4,conveyor,5.2,yes,sprinkles,2.2,
24c7f2c7-725e-424a-af7d-769080bb0646,2,518,10.5,conveyor,8.2,yes,glace,3.7,90.6
62013e67-618d-4dbb-b36e-06d57727d557,1,501,12.1,conveyor,9.0,yes,fondant,6.7,
b0a4b413-7218-4d42-8297-c61319c1a4e7,2,510,8.4,rack,16.5,no,,,
ee75b6c1-02c0-4096-b7d2-717ae2a7e7ef,1,527,,conveyor,7.9,yes,sprinkles,2.5,
49795818-e32d-4e51-b7a0-865bb2f1ed01,2,536,11.5,conveyor,6.5,yes,fondant,6.0,
5bc0ccfe-6a80-45c1-9727-29601776011e,2,509,11.2,conveyor,7.2,yes,fondant,7.6,
862c4f69-f897-4c8a-95cc-25c247593c6c,2,499,10.5,conveyor,6.1,no,,,
1e163bba-3861-4610-8e2d-33281a109b16,1,519,9.6,rack,12.7,yes,glace,3.7,91.1
710f8a79-25e9-44f9-b567-b4a663ac3d80,2,496,11.3,conveyor,5.7,no,,,
cfdbf7ac-2e06-4f78-8275-4df95ed7f71e,1,536,11.6,rack,16.2,no,,,
b30e4f5e-dc39-444e-9955-ad4a58034305,2,503,11.6,conveyor,9.8,no,,,
26be25ec-c1e4-4aaa-872d-7728bd6fe919,2,500,12.6,rack,14.7,no,,,
53b63ee3-f78d-4b8d-89cd-5f0c96222580,2,523,10.1,conveyor,7.3,no,,,
af6cd1d7-bead-4e5a-b38f-229f71e06793,2,516,8.1,rack,15.7,no,,,
ce117b05-6454-46f7-87f0-cfb5f52f0d9f,1,516,9.5,conveyor,9.0,no,,,
6effea83-8a24-4785-a7be-68cfd2d3408a,2,506,10.1,conveyor,5.4,no,,,
8ecfbdc0-9a5e-41a7-9d5f-a00f07799b23,2,522,9.7,conveyor,8.1,no,,,
5e822829-49c0-43f0-aae8-ac8085e20bc6,1,522,11.9,conveyor,9.0,yes,fondant,6.2,
f3cf8aef-cac4-4d6d-80ee-eaafa3bcd1ad,1,505,11.3,rack,10.9,yes,sprinkles,1.8,
5f1c5db3-e116-4f16-a600-6d9c666460dc,1,517,11.3,rack,18.8,no,,,
16b36ae5-7761-4834-a321-8fe2fa5e8fd9,2,511,11.1,rack,17.1,yes,sprinkles,2.2,
dce03eaa-aedd-4eda-a087-2367254a8735,2,518,11.9,rack,17.1,yes,fondant,5.3,
bf2b3777-be95-4afe-aa9a-900f734f55a3,1,517,11.0,conveyor,5.6,no,,,
16e476eb-82c6-41b6-b1be-758e52145de1,2,507,11.3,conveyor,5.8,yes,fondant,5.8,
df530266-2d1d-462d-aee9-a29a4dbd7e4b,2,517,11.4,conveyor,5.1,no,,,
2847899a-5da4-4c49-9b83-977e899240c1,1,503,11.7,conveyor,9.5,yes,glace,4.4,101.9
a8820d6a-ab39-476f-816c-fdf4d566156d,1,514,11.1,conveyor,7.1,yes,fondant,6.9,
157feb98-cb52-4372-abfd-d4b2ffcb8a92,1,521,12.3,rack,10.3,yes,fondant,6.9,
57ac9491-ff6c-4ddf-983a-b774b6eefd24,1,520,13.1,rack,12.4,yes,sprinkles,1.7,
75728371-400f-4e0d-b954-0468b27f5735,2,519,10.0,conveyor,5.5,yes,glace,3.8,80.3
51f556bb-a2cb-4aa5-a255-406391d3b1b9,1,540,13.4,rack,15.2,yes,sprinkles,2.2,
9b260f95-2a3f-482c-8878-9a719872b7d7,2,523,12.1,conveyor,7.6,yes,fondant,6.3,
814f5388-6eec-4ead-83ff-5c742cd8753d,2,511,11.7,rack,10.3,yes,fondant,5.9,
82551fbc-750f-40dc-9054-7973cc94cfc8,1,503,9.4,rack,15.0,yes,sprinkles,2.3,
ecf581f4-fb48-4337-8870-442a1a2c9800,1,513,11.8,conveyor,9.5,yes,glace,4.0,89.4
f6c7f89f-936c-4f9d-8fbe-604a2a06580f,1,514,11.6,conveyor,6.9,yes,glace,3.9,83.9
ea5b63ac-6b1d-4596-93d2-294e59a6cafb,1,521,10.4,rack,17.3,yes,glace,4.4,110.8
f148c529-5b04-4b04-87fe-d488d83aee1b,2,506,12.3,conveyor,6.7,no,,,
f773803f-ddbd-4812-af86-8995bc099465,2,503,8.6,conveyor,7.8,yes,fondant,7.0,
1bcb1e5c-c3f6-4e0f-8892-eabf0aed75ec,2,520,11.0,rack,16.2,no,,,
f7af052e-c46d-4821-a3c8-1bfe04a5cf6c,2,515,10.2,rack,19.2,yes,fondant,4.4,
9d965b8f-7d9d-4f74-a4eb-2d09ec1c6285,1,519,8.7,conveyor,6.7,yes,fondant,5.3,
a4c630e1-6290-4772-b44d-ea073a6b1245,1,528,12.3,rack,14.5,yes,glace,3.6,83.9
39501bce-24e3-4e19-9dd7-5b0c5ba47a04,1,527,8.9,conveyor,5.9,no,,,
31920460-0617-4acc-8567-610d37e615cb,2,509,11.7,rack,16.0,yes,sprinkles,2.2,
0d737bfb-9ba0-4df6-8063-5dfe289ee32b,2,500,10.8,conveyor,9.6,yes,sprinkles,2.4,
f7f07dd7-7d12-4329-8246-3a57af79e889,2,521,10.7,conveyor,6.4,no,,,
b0511e31-3edc-41d6-8691-efd72d06174e,2,520,10.3,rack,15.3,no,,,
88dd16d7-819e-4e91-9159-6c07a50457fd,2,507,11.1,conveyor,9.5,yes,glace,3.9,86.2
43c45407-4a2a-48eb-8474-a2349a94557d,2,530,11.1,conveyor,8.6,yes,fondant,5.8,
beb26560-68b1-48ef-85df-31f4f56b589b,2,514,10.9,conveyor,9.3,no,,,
da8cdc87-33da-4369-85d9-93e7ddb0d88a,1,507,9.1,conveyor,6.4,yes,sprinkles,1.7,
d3f9e13a-8766-4455-a189-56fe2bdcf71b,2,506,11.9,conveyor,5.7,yes,sprinkles,2.1,
2e1b3e15-35a0-4e79-8094-029e07e8ef07,1,509,11.0,conveyor,9.1,no,,,
459fbd25-0e5b-4d6e-875f-678f1bd2253c,1,523,10.7,conveyor,9.9,yes,fondant,5.9,
d3a328f5-470d-4b67-ab47-57f67a620650,1,528,10.4,conveyor,7.4,yes,glace,4.4,58.4
7da13ebe-eaa4-4def-8587-a7c089580cc8,2,531,11.9,conveyor,9.2,no,,,
367c44f3-fc88-4a0e-8b98-483a85254756,2,517,11.5,rack,10.0,yes,fondant,4.6,
ab0455e7-7124-40d0-a186-6c24131f83e1,2,509,9.7,conveyor,8.8,yes,fondant,5.6,
556be904-7af7-4833-be95-689a00a83ed8,1,518,10.2,conveyor,6.7,no,,,
83c0bf3a-dcec-42ef-9fad-b541b6619c5b,2,520,13.3,conveyor,5.7,yes,fondant,6.5,
bd97c3a2-d38c-4346-8cb1-7007d2f0b303,2,502,8.9,rack,18.9,no,,,
2e27bb75-e3c9-47b2-af75-81358b7a5f5a,2,510,12.6,rack,17.3,no,,,
b546ac10-e89e-4aac-9729-a0acd4efd626,1,515,13.7,rack,18.4,yes,fondant,5.0,
e8e2f960-501c-4dc8-91e7-d932572d08d0,1,514,9.7,conveyor,8.2,no,,,
c576cd39-c667-492f-a73f-efede65466e0,2,525,9.7,conveyor,5.5,yes,glace,4.3,84.3
feda931c-f484-47de-bbca-8d0bb84ef18a,1,504,12.4,conveyor,5.2,no,,,
9058dae7-4557-4969-a400-09cf3c1d51c8,2,501,8.7,rack,14.5,yes,sprinkles,1.7,
7d22c854-844b-4705-957e-ef78b672648b,2,514,9.3,conveyor,6.2,yes,fondant,5.5,
2580bf45-7d35-4161-8ef2-944acd29ec5c,2,521,15.0,conveyor,9.1,no,,,
3cc839f5-c83b-40ab-8b11-c059bdf22c7f,2,532,12.8,conveyor,7.5,yes,fondant,7.7,
aa62c992-f97e-4df7-b211-829053c2c1c0,1,517,7.4,conveyor,9.6,yes,sprinkles,2.0,
ff10671d-ed8b-4a75-8cb2-6d1dd1388e2e,1,524,9.5,rack,15.5,yes,sprinkles,2.1,
47c46eae-afd9-481d-a549-d97630bfa861,2,527,8.9,rack,15.8,yes,glace,3.7,94.4
5ad820ea-cc56-405f-96bd-54820ac53305,2,520,13.0,conveyor,5.5,yes,fondant,6.3,
665bc9ef-e839-4dd5-8007-7e15d3b21bc4,1,516,11.5,conveyor,5.7,yes,sprinkles,2.2,
c25b2009-e411-4641-ae73-228c50e6be9e,1,518,10.8,rack,16.6,yes,sprinkles,2.4,
6f3ca41c-00bf-475a-beef-bd36acbf8be6,2,503,11.7,conveyor,5.4,yes,sprinkles,1.9,
13200c82-f4c5-4396-9400-9467969697a1,2,518,10.9,rack,11.0,yes,fondant,5.6,
2583e1f8-b1db-4206-bbf4-7a0a7f2b29ff,2,519,10.6,rack,15.9,no,,,
ecbaa3c8-c288-4b5d-bbc8-a3440440450b,1,525,13.1,conveyor,7.4,yes,fondant,6.5,
5fd6befc-c01a-4705-921b-af26f8140d52,1,495,11.2,conveyor,7.7,no,,,
b6b7a635-dcdf-496f-a5c5-b6593b66e58b,2,510,11.2,rack,11.0,yes,sprinkles,2.0,
57516cad-7141-4cbd-9958-e912ef616347,2,498,11.9,conveyor,9.7,yes,glace,3.7,83.0
cfa8154c-ed17-4667-b747-3ebe87df143e,2,527,11.2,conveyor,6.3,yes,sprinkles,2.4,
82fcf46f-c6f4-4a7e-bc13-067b1f036e2d,2,512,10.1,rack,14.8,yes,fondant,6.5,
cfc4350d-9676-4871-a00b-9307666e7782,2,512,10.3,conveyor,5.5,yes,glace,3.7,82.1
5d75aaf0-67a0-42ad-97c9-95d9997439f5,2,497,12.2,conveyor,9.3,no,,,
caf94962-4a0e-4e54-a039-c953ee74838d,1,520,11.6,rack,11.7,no,,,
ab867c7f-b39c-4641-9d8f-6703d67a6b16,1,529,12.4,conveyor,8.9,no,,,
7a030fed-367a-4bdb-9cc2-e95eee46cb57,1,526,11.4,rack,14.7,yes,sprinkles,1.9,
d47f27a5-0cb8-452a-94cf-1d34ae939c89,2,523,10.4,rack,14.8,yes,glace,4.1,76.7
2e4a4a2f-8845-48c0-8912-db068951fd16,2,522,11.1,conveyor,9.8,no,,,
17bb5da1-dbbb-4339-94bc-27fb0a14a4f3,1,527,9.9,conveyor,10.0,no,,,
ec3514ac-3459-474b-87bf-d335ed72724c,1,522,9.8,conveyor,8.1,yes,glace,4.3,85.0
,2,498,10.9,conveyor,6.8,yes,glace,4.1,65.4
dafa273a-abd3-4052-bf83-27a8957f71f9,2,519,11.7,conveyor,9.0,yes,glace,4.4,77.7
c15d1aad-3a62-4e58-87dc-58a4f156f8ea,2,521,8.5,conveyor,7.5,no,,,
423dfbfc-7f73-4f71-ac55-6ecc043348e2,2,513,10.5,conveyor,6.0,no,,,
91ed4376-5ed3-4178-8f75-f8ad45cb61fe,1,518,11.5,rack,17.8,no,,,
069739b3-e2e0-4dd4-88cd-da0d0aebb1b0,1,529,10.9,rack,16.2,no,,,
7ac5a89f-c444-4edd-b344-5091f1326c9c,2,504,11.2,conveyor,7.4,no,,,
1ab0f43c-e989-4d7c-be7b-8b9742e2e240,2,516,12.0,rack,15.4,no,,,
7e2762b5-0115-46b8-8185-974ca0527b7e,2,509,10.5,conveyor,8.0,no,,,
,2,511,10.0,rack,15.0,yes,fondant,5.4,
98952bd2-fdcc-427e-b779-42c0c28b5e89,1,530,11.0,rack,17.0,yes,glace,4.0,82.9
9747ad66-660d-4517-879e-b0f7838bcbd8,2,504,11.9,conveyor,5.3,yes,fondant,5.6,
d6f196cf-7e08-4ea8-98d0-36ab0981c70e,1,521,12.0,rack,14.9,yes,glace,4.9,83.9
8912ab87-63e8-4858-aa58-d9b3aeb3582c,2,499,13.7,conveyor,8.1,yes,sprinkles,1.7,
cc7cb300-88ea-41e5-93ec-289b3fbc23b1,1,520,9.6,rack,14.7,no,,,
94694d43-13e1-4e11-a3ff-5f8d9092eb37,1,521,13.1,rack,14.4,no,,,
b7363683-33d3-4dbe-80d0-ec38e0d1d820,2,508,10.6,conveyor,5.6,yes,fondant,7.7,
1d3464fb-e320-4b4e-a2d3-6f3a8f309384,1,545,12.1,conveyor,6.8,no,,,
6498cb09-139e-43d0-a8f4-305f65826bb5,1,525,13.0,conveyor,8.4,no,,,
63242c25-10f2-4440-bee4-802b2c092127,2,521,9.4,rack,15.6,yes,fondant,7.1,
88cf6b70-eb6f-4975-98ed-30887d7de706,1,514,13.1,conveyor,8.6,yes,sprinkles,1.8,
edcfc3fb-3d52-43f2-b685-784f3ea85cd7,2,504,7.9,rack,17.8,no,,,
a76d8cfb-41ab-4ff2-9b6c-c472f3e8deb5,2,532,12.4,rack,13.2,yes,sprinkles,2.0,
703a5f7c-0ca8-4310-b061-4baddba30985,1,528,9.6,rack,18.4,yes,glace,3.8,88.0
3d57b58b-4075-4e4f-880e-f4a49c1b9ce1,1,530,11.3,conveyor,5.2,yes,sprinkles,2.0,
09a91a59-62f6-4811-81b0-774c10023380,1,527,11.5,rack,15.7,yes,glace,3.8,91.8
cd7e8518-b3d8-4c74-a28c-77babc9957fe,2,493,13.1,conveyor,6.2,yes,glace,4.3,97.5
841ee3c5-4c8f-4ec7-af4b-03856a40bd0a,2,518,11.8,rack,15.7,yes,sprinkles,1.8,
9593ca5d-c2a1-43ba-a9b2-8ac1356d4614,2,540,9.2,rack,15.7,yes,glace,4.6,81.6
b7baa751-959b-41ee-a76b-975ae972c2b0,1,530,10.5,rack,13.3,no,,,
,1,515,11.7,rack,20.1,yes,sprinkles,1.5,
